State,Date,Cases,Recovered,Deaths,Active,source
Jammu and Kashmir,11/08/2021,322885,317195,4393,1297,covid19india
Jharkhand,11/08/2021,347428,342129,5130,169,covid19india
Karnataka,11/08/2021,2922875,2863118,36888,22869,covid19india
Kerala,11/08/2021,3610193,3415590,18121,176482,covid19india
Ladakh,11/08/2021,20417,20192,207,18,covid19india
Lakshadweep,11/08/2021,10268,10135,51,82,covid19india
Madhya Pradesh,11/08/2021,791990,781344,10515,131,covid19india
Maharashtra,11/08/2021,6374916,6162733,134268,77915,covid19india
Manipur,11/08/2021,106024,97500,1674,6850,covid19india
Meghalaya,11/08/2021,70185,64399,1195,4591,covid19india
Mizoram,11/08/2021,46320,34734,172,11414,covid19india
Nagaland,11/08/2021,28838,26101,585,2152,covid19india
Odisha,11/08/2021,990075,973579,6683,9813,covid19india
Pondicherry,11/08/2021,121882,119213,1801,868,covid19india
Punjab,11/08/2021,599681,582754,16325,602,covid19india
Rajasthan,11/08/2021,953870,944721,8954,195,covid19india
Sikkim,11/08/2021,28189,24996,359,2834,covid19india
Tamil Nadu,11/08/2021,2581094,2526317,34395,20382,covid19india
Telangana,11/08/2021,650325,638865,3833,7627,covid19india
Tripura,11/08/2021,80659,77727,770,2162,covid19india
Uttar Pradesh,11/08/2021,1708836,1685555,22776,505,covid19india
Uttarakhand,11/08/2021,342876,328923,7369,6584,covid19india
West Bengal,11/08/2021,1535699,1507278,18258,10163,covid19india
Andaman and Nicobar Islands,12/08/2021,7544,7404,129,11,covid19india
Andhra Pradesh,12/08/2021,1988910,1956627,13595,18688,covid19india
Arunachal Pradesh,12/08/2021,50974,48327,251,2396,covid19india
Assam,12/08/2021,577868,562092,5456,10320,covid19india
Bihar,12/08/2021,725369,715450,9646,273,covid19india
Chandigarh,12/08/2021,62009,61161,811,37,covid19india
Chhattisgarh,12/08/2021,1003537,988483,13545,1509,covid19india
Dadra and Nagar Haveli and Daman and Diu,12/08/2021,10518,10532,4,-18,covid19india
Delhi,12/08/2021,1436938,1411368,25068,502,covid19india
Goa,12/08/2021,172276,168117,3166,993,covid19india
Gujarat,12/08/2021,825117,814859,10077,181,covid19india
Haryana,12/08/2021,770146,759819,9654,673,covid19india
Himachal Pradesh,12/08/2021,209344,203133,3526,2685,covid19india
Jammu and Kashmir,12/08/2021,323061,317359,4395,1307,covid19india
Jharkhand,12/08/2021,347472,342158,5130,184,covid19india
Karnataka,12/08/2021,2924732,2865068,36918,22746,covid19india
Kerala,12/08/2021,3631638,3436313,18281,177044,covid19india
Ladakh,12/08/2021,20426,20196,207,23,covid19india
Lakshadweep,12/08/2021,10274,10143,51,80,covid19india
Madhya Pradesh,12/08/2021,791998,781353,10515,130,covid19india
Maharashtra,12/08/2021,6381304,6171123,134476,75705,covid19india
Manipur,12/08/2021,106701,98190,1683,6828,covid19india
Meghalaya,12/08/2021,70614,64780,1200,4634,covid19india
Mizoram,12/08/2021,46896,35677,173,11046,covid19india
Nagaland,12/08/2021,28918,26183,587,2148,covid19india
Odisha,12/08/2021,991182,974756,6750,9676,covid19india
Pondicherry,12/08/2021,121991,119272,1803,916,covid19india
Punjab,12/08/2021,599761,582809,16334,618,covid19india
Rajasthan,12/08/2021,953887,944739,8954,194,covid19india
Sikkim,12/08/2021,28289,25240,360,2689,covid19india
Tamil Nadu,12/08/2021,2583036,2528209,34428,20399,covid19india
Telangana,12/08/2021,650778,639456,3836,7486,covid19india
Tripura,12/08/2021,80799,77880,770,2149,covid19india
Uttar Pradesh,12/08/2021,1708851,1685581,22780,490,covid19india
Uttarakhand,12/08/2021,342900,328960,7369,6571,covid19india
West Bengal,12/08/2021,1536446,1508051,18268,10127,covid19india
Andaman and Nicobar Islands,13/08/2021,7544,7406,129,9,covid19india
Andhra Pradesh,13/08/2021,1990656,1958275,13615,18766,covid19india
Arunachal Pradesh,13/08/2021,51140,48598,252,2290,covid19india
Assam,13/08/2021,578631,563261,5476,9894,covid19india
Bihar,13/08/2021,725416,715503,9649,264,covid19india
Chandigarh,13/08/2021,62024,61171,811,42,covid19india
Chhattisgarh,13/08/2021,1003614,988646,13545,1423,covid19india
Dadra and Nagar Haveli and Daman and Diu,13/08/2021,10518,10533,4,-19,covid19india
Delhi,13/08/2021,1436988,1411452,25068,468,covid19india
Goa,13/08/2021,172343,168218,3168,957,covid19india
Gujarat,13/08/2021,825140,814886,10077,177,covid19india
Haryana,13/08/2021,770172,759851,9656,665,covid19india
Himachal Pradesh,13/08/2021,209677,203380,3528,2769,covid19india
Jammu and Kashmir,13/08/2021,323190,317471,4395,1324,covid19india
Jharkhand,13/08/2021,347504,342177,5131,196,covid19india
Karnataka,13/08/2021,2926401,2866740,36940,22721,covid19india
Kerala,13/08/2021,3652090,3453169,18395,180526,covid19india
Ladakh,13/08/2021,20432,20216,207,9,covid19india
Lakshadweep,13/08/2021,10278,10148,51,79,covid19india
Madhya Pradesh,13/08/2021,792007,781390,10515,102,covid19india
Maharashtra,13/08/2021,6387990,6176984,134634,76372,covid19india
Manipur,13/08/2021,107223,98868,1691,6664,covid19india
Meghalaya,13/08/2021,70998,65177,1213,4608,covid19india
Mizoram,13/08/2021,47471,36679,174,10618,covid19india
Nagaland,13/08/2021,28999,26264,588,2147,covid19india
Odisha,13/08/2021,992375,975999,6810,9566,covid19india
Pondicherry,13/08/2021,122104,119355,1803,946,covid19india
Punjab,13/08/2021,599849,582862,16334,653,covid19india
Rajasthan,13/08/2021,953911,944752,8954,205,covid19india
Sikkim,13/08/2021,28439,25442,360,2637,covid19india
Tamil Nadu,13/08/2021,2584969,2530096,34462,20411,covid19india
Telangana,13/08/2021,651205,640065,3838,7302,covid19india
Tripura,13/08/2021,80979,78168,772,2039,covid19india
Uttar Pradesh,13/08/2021,1708876,1685625,22782,469,covid19india
Uttarakhand,13/08/2021,342927,329000,7370,6557,covid19india
West Bengal,13/08/2021,1537185,1508800,18276,10109,covid19india
Andaman and Nicobar Islands,14/08/2021,7544,7408,129,7,covid19india
Andhra Pradesh,14/08/2021,1992191,1960350,13631,18210,covid19india
Arunachal Pradesh,14/08/2021,51301,48921,252,2128,covid19india
Assam,14/08/2021,579386,564230,5487,9669,covid19india
Bihar,14/08/2021,725455,715555,9649,251,covid19india
Chandigarh,14/08/2021,62028,61173,811,44,covid19india
Chhattisgarh,14/08/2021,1003697,988790,13546,1361,covid19india
Dadra and Nagar Haveli and Daman and Diu,14/08/2021,10518,10534,4,-20,covid19india
Delhi,14/08/2021,1437038,1411491,25069,478,covid19india
Goa,14/08/2021,172431,168338,3168,925,covid19india
Gujarat,14/08/2021,825165,814904,10077,184,covid19india
Haryana,14/08/2021,770186,759874,9657,655,covid19india
Himachal Pradesh,14/08/2021,209961,203577,3529,2855,covid19india
Jammu and Kashmir,14/08/2021,323325,317627,4395,1303,covid19india
Jharkhand,14/08/2021,347532,342211,5131,190,covid19india
Karnataka,14/08/2021,2928033,2868352,36965,22716,covid19india
Kerala,14/08/2021,3671541,3472273,18500,180768,covid19india
Ladakh,14/08/2021,20441,20218,207,16,covid19india
Lakshadweep,14/08/2021,10285,10153,51,81,covid19india
Madhya Pradesh,14/08/2021,792023,781398,10515,110,covid19india
Maharashtra,14/08/2021,6393777,6182336,134813,76628,covid19india
Manipur,14/08/2021,107662,99441,1700,6521,covid19india
Meghalaya,14/08/2021,71341,66095,1220,4026,covid19india
Mizoram,14/08/2021,47995,37626,178,10191,covid19india
Nagaland,14/08/2021,29060,26388,591,2081,covid19india
Odisha,14/08/2021,993507,977197,6876,9434,covid19india
Pondicherry,14/08/2021,122205,119463,1804,938,covid19india
Punjab,14/08/2021,599899,582902,16340,657,covid19india
Rajasthan,14/08/2021,953925,944763,8954,208,covid19india
Sikkim,14/08/2021,28568,25659,361,2548,covid19india
Tamil Nadu,14/08/2021,2586885,2531962,34496,20427,covid19india
Telangana,14/08/2021,651625,640688,3841,7096,covid19india
Tripura,14/08/2021,81116,78432,773,1911,covid19india
Uttar Pradesh,14/08/2021,1708918,1685689,22783,446,covid19india
Uttarakhand,14/08/2021,342946,329024,7370,6552,covid19india
West Bengal,14/08/2021,1537890,1509521,18291,10078,covid19india
Andaman and Nicobar Islands,15/08/2021,7544,7410,129,5,covid19india
Andhra Pradesh,15/08/2021,1993697,1962185,13647,17865,covid19india
Arunachal Pradesh,15/08/2021,51349,49176,252,1921,covid19india
Assam,15/08/2021,579797,565087,5497,9213,covid19india
Bihar,15/08/2021,725483,715593,9649,241,covid19india
Chandigarh,15/08/2021,62029,61174,811,44,covid19india
Chhattisgarh,15/08/2021,1003746,988904,13547,1295,covid19india
Dadra and Nagar Haveli and Daman and Diu,15/08/2021,10518,10534,4,-20,covid19india
Delhi,15/08/2021,1437091,1411509,25069,513,covid19india
Goa,15/08/2021,172506,168423,3171,912,covid19india
Gujarat,15/08/2021,825181,814922,10077,182,covid19india
Haryana,15/08/2021,770208,759885,9658,665,covid19india
Himachal Pradesh,15/08/2021,210143,203834,3532,2777,covid19india
Jammu and Kashmir,15/08/2021,323422,317737,4397,1288,covid19india
Jharkhand,15/08/2021,347559,342241,5131,187,covid19india
Karnataka,15/08/2021,2929464,2869963,36986,22515,covid19india
Kerala,15/08/2021,3690123,3492362,18602,179159,covid19india
Ladakh,15/08/2021,20447,20222,207,18,covid19india
Lakshadweep,15/08/2021,10288,10158,51,79,covid19india
Madhya Pradesh,15/08/2021,792036,781418,10515,103,covid19india
Maharashtra,15/08/2021,6398574,6186046,134943,77585,covid19india
Manipur,15/08/2021,108264,100014,1710,6540,covid19india
Meghalaya,15/08/2021,71761,66373,1227,4161,covid19india
Mizoram,15/08/2021,48462,38693,181,9588,covid19india
Nagaland,15/08/2021,29114,26490,595,2029,covid19india
Odisha,15/08/2021,994565,978240,6940,9385,covid19india
Pondicherry,15/08/2021,122284,119548,1805,931,covid19india
Punjab,15/08/2021,599945,582941,16342,662,covid19india
Rajasthan,15/08/2021,953943,944776,8954,213,covid19india
Sikkim,15/08/2021,28720,25872,361,2487,covid19india
Tamil Nadu,15/08/2021,2588781,2533804,34519,20458,covid19india
Telangana,15/08/2021,651870,641270,3842,6758,covid19india
Tripura,15/08/2021,81258,78685,777,1796,covid19india
Uttar Pradesh,15/08/2021,1708948,1685725,22784,439,covid19india
Uttarakhand,15/08/2021,342962,329055,7370,6537,covid19india
West Bengal,15/08/2021,1538563,1510230,18303,10030,covid19india
Andaman and Nicobar Islands,16/08/2021,7545,7410,129,6,covid19india
Andhra Pradesh,16/08/2021,1994606,1963728,13660,17218,covid19india
Arunachal Pradesh,16/08/2021,51514,49425,252,1837,covid19india
Assam,16/08/2021,580555,566101,5507,8947,covid19india
Bihar,16/08/2021,725497,715635,9649,213,covid19india
Chandigarh,16/08/2021,62031,61177,811,43,covid19india
Chhattisgarh,16/08/2021,1003814,989128,13548,1138,covid19india
Dadra and Nagar Haveli and Daman and Diu,16/08/2021,10520,10534,4,-18,covid19india
Delhi,16/08/2021,1437118,1411582,25069,467,covid19india
Goa,16/08/2021,172568,168519,3176,873,covid19india
Gujarat,16/08/2021,825195,814935,10077,183,covid19india
Haryana,16/08/2021,770230,759903,9660,667,covid19india
Himachal Pradesh,16/08/2021,210419,204168,3535,2716,covid19india
Jammu and Kashmir,16/08/2021,323499,317872,4398,1229,covid19india
Jharkhand,16/08/2021,347594,342254,5131,209,covid19india
Karnataka,16/08/2021,2930529,2871449,37014,22066,covid19india
Kerala,16/08/2021,3702417,3510904,18744,172769,covid19india
Ladakh,16/08/2021,20451,20231,207,13,covid19india
Lakshadweep,16/08/2021,10294,10164,51,79,covid19india
Madhya Pradesh,16/08/2021,792043,781434,10516,93,covid19india
Maharashtra,16/08/2021,6402719,6191857,135043,75819,covid19india
Manipur,16/08/2021,108539,100560,1716,6263,covid19india
Meghalaya,16/08/2021,72113,67022,1235,3856,covid19india
Mizoram,16/08/2021,48711,39647,184,8880,covid19india
Nagaland,16/08/2021,29158,26601,599,1958,covid19india
Odisha,16/08/2021,995433,979407,7006,9020,covid19india
Pondicherry,16/08/2021,122333,119634,1805,894,covid19india
Punjab,16/08/2021,599975,582989,16344,642,covid19india
Rajasthan,16/08/2021,953954,944820,8954,180,covid19india
Sikkim,16/08/2021,28740,26019,361,2360,covid19india
Tamil Nadu,16/08/2021,2590632,2535715,34547,20370,covid19india
Telangana,16/08/2021,652275,641847,3845,6583,covid19india
Tripura,16/08/2021,81310,78908,778,1624,covid19india
Uttar Pradesh,16/08/2021,1708965,1685761,22785,419,covid19india
Uttarakhand,16/08/2021,342980,329109,7371,6500,covid19india
West Bengal,16/08/2021,1539065,1510921,18312,9832,covid19india
Andaman and Nicobar Islands,17/08/2021,7545,7410,129,6,covid19india
Andhra Pradesh,17/08/2021,1995669,1965657,13671,16341,covid19india
Arunachal Pradesh,17/08/2021,51656,49640,252,1764,covid19india
Assam,17/08/2021,581296,567113,5518,8665,covid19india
Bihar,17/08/2021,725518,715665,9649,204,covid19india
Chandigarh,17/08/2021,62035,61182,811,42,covid19india
Chhattisgarh,17/08/2021,1003870,989284,13549,1037,covid19india
Dadra and Nagar Haveli and Daman and Diu,17/08/2021,10520,10535,4,-19,covid19india
Delhi,17/08/2021,1437156,1411612,25073,471,covid19india
Goa,17/08/2021,172683,168622,3177,884,covid19india
Gujarat,17/08/2021,825212,814957,10077,178,covid19india
Haryana,17/08/2021,770245,759923,9661,661,covid19india
Himachal Pradesh,17/08/2021,210719,204452,3541,2726,covid19india
Jammu and Kashmir,17/08/2021,323582,318025,4399,1158,covid19india
Jharkhand,17/08/2021,347609,342287,5132,190,covid19india
Karnataka,17/08/2021,2931827,2873282,37046,21499,covid19india
Kerala,17/08/2021,3724030,3529460,18871,175699,covid19india
Ladakh,17/08/2021,20462,20238,207,17,covid19india
Lakshadweep,17/08/2021,10295,10170,51,74,covid19india
Madhya Pradesh,17/08/2021,792054,781444,10516,94,covid19india
Maharashtra,17/08/2021,6407127,6197281,135159,74687,covid19india
Manipur,17/08/2021,108942,101506,1722,5714,covid19india
Meghalaya,17/08/2021,72365,67439,1240,3686,covid19india
Mizoram,17/08/2021,49350,40681,184,8485,covid19india
Nagaland,17/08/2021,29237,26738,601,1898,covid19india
Odisha,17/08/2021,996153,980471,7074,8608,covid19india
Pondicherry,17/08/2021,122393,119730,1805,858,covid19india
Punjab,17/08/2021,600011,583038,16345,628,covid19india
Rajasthan,17/08/2021,953960,944843,8954,163,covid19india
Sikkim,17/08/2021,28844,26207,363,2274,covid19india
Tamil Nadu,17/08/2021,2592436,2537632,34579,20225,covid19india
Telangana,17/08/2021,652692,642416,3847,6429,covid19india
Tripura,17/08/2021,81442,79080,779,1583,covid19india
Uttar Pradesh,17/08/2021,1708991,1685785,22786,420,covid19india
Uttarakhand,17/08/2021,343011,329150,7373,6488,covid19india
West Bengal,17/08/2021,1539612,1511558,18318,9736,covid19india
Andaman and Nicobar Islands,18/08/2021,7546,7410,129,7,covid19india
Andhra Pradesh,18/08/2021,1997102,1967472,13686,15944,covid19india
Arunachal Pradesh,18/08/2021,51800,49860,254,1686,covid19india
Assam,18/08/2021,581935,568137,5533,8265,covid19india
Bihar,18/08/2021,725534,715697,9649,188,covid19india
Chandigarh,18/08/2021,62045,61190,811,44,covid19india
Chhattisgarh,18/08/2021,1003934,989411,13549,974,covid19india
Dadra and Nagar Haveli and Daman and Diu,18/08/2021,10520,10535,4,-19,covid19india
Delhi,18/08/2021,1437192,1411688,25077,427,covid19india
Goa,18/08/2021,172763,168705,3178,880,covid19india
Gujarat,18/08/2021,825235,814973,10077,185,covid19india
Haryana,18/08/2021,770266,759937,9662,667,covid19india
Himachal Pradesh,18/08/2021,210980,204682,3542,2756,covid19india
Jammu and Kashmir,18/08/2021,323682,318157,4400,1125,covid19india
Jharkhand,18/08/2021,347641,342311,5132,198,covid19india
Karnataka,18/08/2021,2933192,2874840,37068,21284,covid19india
Kerala,18/08/2021,3745457,3548191,19050,178216,covid19india
Ladakh,18/08/2021,20468,20246,207,15,covid19india
Lakshadweep,18/08/2021,10299,10172,51,76,covid19india
Madhya Pradesh,18/08/2021,792063,781455,10516,92,covid19india
Maharashtra,18/08/2021,6412259,6205477,135317,71465,covid19india
Manipur,18/08/2021,109311,102084,1728,5499,covid19india
Meghalaya,18/08/2021,72609,67857,1252,3500,covid19india
Mizoram,18/08/2021,49950,42015,186,7749,covid19india
Nagaland,18/08/2021,29294,26826,602,1866,covid19india
Odisha,18/08/2021,997146,981316,7139,8691,covid19india
Pondicherry,18/08/2021,122544,119804,1805,935,covid19india
Punjab,18/08/2021,600063,583088,16345,630,covid19india
Rajasthan,18/08/2021,953969,944862,8954,153,covid19india
Sikkim,18/08/2021,28995,26481,363,2151,covid19india
Tamil Nadu,18/08/2021,2594233,2539540,34610,20083,covid19india
Telangana,18/08/2021,653116,642865,3849,6402,covid19india
Tripura,18/08/2021,81583,79282,779,1522,covid19india
Uttar Pradesh,18/08/2021,1709025,1685819,22787,419,covid19india
Uttarakhand,18/08/2021,343042,329179,7374,6489,covid19india
West Bengal,18/08/2021,1540258,1512218,18325,9715,covid19india
Andaman and Nicobar Islands,19/08/2021,7549,7410,129,10,covid19india
Andhra Pradesh,19/08/2021,1998603,1969169,13696,15738,covid19india
Arunachal Pradesh,19/08/2021,51920,50100,255,1565,covid19india
Assam,19/08/2021,582648,568916,5543,8189,covid19india
Bihar,19/08/2021,725549,715721,9649,179,covid19india
Chandigarh,19/08/2021,62051,61196,811,44,covid19india
Chhattisgarh,19/08/2021,1003995,989485,13551,959,covid19india
Dadra and Nagar Haveli and Daman and Diu,19/08/2021,10520,10535,4,-19,covid19india
Delhi,19/08/2021,1437217,1411690,25079,448,covid19india
Goa,19/08/2021,172846,168764,3180,902,covid19india
Gujarat,19/08/2021,825254,814995,10077,182,covid19india
Haryana,19/08/2021,770291,759955,9664,672,covid19india
Himachal Pradesh,19/08/2021,211277,205048,3543,2686,covid19india
Jammu and Kashmir,19/08/2021,323792,318283,4400,1109,covid19india
Jharkhand,19/08/2021,347664,342336,5132,196,covid19india
Karnataka,19/08/2021,2934624,2876378,37095,21151,covid19india
Kerala,19/08/2021,3766573,3567487,19247,179839,covid19india
Ladakh,19/08/2021,20476,20252,207,17,covid19india
Lakshadweep,19/08/2021,10301,10175,51,75,covid19india
Madhya Pradesh,19/08/2021,792081,781471,10516,94,covid19india
Maharashtra,19/08/2021,6417484,6211034,135471,70979,covid19india
Manipur,19/08/2021,109837,102604,1732,5501,covid19india
Meghalaya,19/08/2021,72938,68165,1257,3516,covid19india
Mizoram,19/08/2021,50437,43145,190,7102,covid19india
Nagaland,19/08/2021,29353,26915,602,1836,covid19india
Odisha,19/08/2021,998187,982319,7207,8661,covid19india
Pondicherry,19/08/2021,122678,119899,1806,973,covid19india
Punjab,19/08/2021,600126,583123,16347,656,covid19india
Rajasthan,19/08/2021,953981,944874,8954,153,covid19india
Sikkim,19/08/2021,29089,26627,364,2098,covid19india
Tamil Nadu,19/08/2021,2595935,2541432,34639,19864,covid19india
Telangana,19/08/2021,653525,643318,3852,6355,covid19india
Tripura,19/08/2021,81736,79366,781,1589,covid19india
Uttar Pradesh,19/08/2021,1709050,1685854,22789,407,covid19india
Uttarakhand,19/08/2021,343075,329199,7376,6500,covid19india
West Bengal,19/08/2021,1540989,1512999,18337,9653,covid19india
Andaman and Nicobar Islands,20/08/2021,7552,7410,129,13,covid19india
Andhra Pradesh,20/08/2021,2000038,1970864,13702,15472,covid19india
Arunachal Pradesh,20/08/2021,52045,50317,257,1471,covid19india
Assam,20/08/2021,583356,569650,5556,8150,covid19india
Bihar,20/08/2021,725560,715742,9649,169,covid19india
Chandigarh,20/08/2021,62056,61201,812,43,covid19india
Chhattisgarh,20/08/2021,1004043,989560,13552,931,covid19india
Dadra and Nagar Haveli and Daman and Diu,20/08/2021,10520,10536,4,-20,covid19india
Delhi,20/08/2021,1437274,1411736,25079,459,covid19india
Goa,20/08/2021,172966,168878,3182,906,covid19india
Gujarat,20/08/2021,825271,815009,10077,185,covid19india
Haryana,20/08/2021,770312,759971,9665,676,covid19india
Himachal Pradesh,20/08/2021,211432,205449,3546,2437,covid19india
Jammu and Kashmir,20/08/2021,323951,318409,4401,1141,covid19india
Jharkhand,20/08/2021,347681,342361,5132,188,covid19india
Karnataka,20/08/2021,2936077,2877786,37112,21179,covid19india
Kerala,20/08/2021,3786797,3584629,19346,182822,covid19india
Ladakh,20/08/2021,20479,20264,207,8,covid19india
Lakshadweep,20/08/2021,10306,10182,51,73,covid19india
Madhya Pradesh,20/08/2021,792089,781479,10516,94,covid19india
Maharashtra,20/08/2021,6421849,6217418,135576,68855,covid19india
Manipur,20/08/2021,110209,104174,1739,4296,covid19india
Meghalaya,20/08/2021,73170,68441,1261,3468,covid19india
Mizoram,20/08/2021,50959,44368,192,6399,covid19india
Nagaland,20/08/2021,29445,26991,603,1851,covid19india
Odisha,20/08/2021,999173,983245,7276,8652,covid19india
Pondicherry,20/08/2021,122775,120004,1806,965,covid19india
Punjab,20/08/2021,600183,583209,16351,623,covid19india
Rajasthan,20/08/2021,953995,944886,8954,155,covid19india
Sikkim,20/08/2021,29171,26808,364,1999,covid19india
Tamil Nadu,20/08/2021,2597603,2543319,34663,19621,covid19india
Telangana,20/08/2021,653884,643812,3854,6218,covid19india
Tripura,20/08/2021,81825,79550,782,1493,covid19india
Uttar Pradesh,20/08/2021,1709076,1685877,22791,408,covid19india
Uttarakhand,20/08/2021,343090,329223,7376,6491,covid19india
West Bengal,20/08/2021,1541747,1513766,18346,9635,covid19india
Andaman and Nicobar Islands,21/08/2021,7553,7410,129,14,covid19india
Andhra Pradesh,21/08/2021,2001255,1972399,13715,15141,covid19india
Arunachal Pradesh,21/08/2021,52166,50526,257,1383,covid19india
Assam,21/08/2021,583996,570308,5571,8117,covid19india
Bihar,21/08/2021,725568,715772,9649,147,covid19india
Chandigarh,21/08/2021,62062,61206,812,44,covid19india
Chhattisgarh,21/08/2021,1004117,989668,13552,897,covid19india
Dadra and Nagar Haveli and Daman and Diu,21/08/2021,10522,10537,4,-19,covid19india
Delhi,21/08/2021,1437293,1411784,25079,430,covid19india
Goa,21/08/2021,173088,168989,3184,915,covid19india
Gujarat,21/08/2021,825286,815025,10078,183,covid19india
Haryana,21/08/2021,770331,759989,9666,676,covid19india
Himachal Pradesh,21/08/2021,211632,205785,3547,2300,covid19india
Jammu and Kashmir,21/08/2021,324095,318535,4401,1159,covid19india
Jharkhand,21/08/2021,347699,342381,5132,186,covid19india
Karnataka,21/08/2021,2937427,2879434,37130,20863,covid19india
Kerala,21/08/2021,3803903,3605475,19429,178999,covid19india
Ladakh,21/08/2021,20487,20276,207,4,covid19india
Lakshadweep,21/08/2021,10308,10191,51,66,covid19india
Madhya Pradesh,21/08/2021,792096,781493,10516,87,covid19india
Maharashtra,21/08/2021,6426424,6223332,135721,67371,covid19india
Manipur,21/08/2021,110651,104772,1747,4132,covid19india
Meghalaya,21/08/2021,73401,68901,1269,3231,covid19india
Mizoram,21/08/2021,51604,45418,192,5994,covid19india
Nagaland,21/08/2021,29517,27099,603,1815,covid19india
Odisha,21/08/2021,1000084,984224,7342,8518,covid19india
Pondicherry,21/08/2021,122834,120116,1808,910,covid19india
Punjab,21/08/2021,600228,583298,16352,578,covid19india
Rajasthan,21/08/2021,954018,944897,8954,167,covid19india
Sikkim,21/08/2021,29258,26971,364,1923,covid19india
Tamil Nadu,21/08/2021,2599255,2545178,34686,19391,covid19india
Telangana,21/08/2021,654248,644294,3856,6098,covid19india
Tripura,21/08/2021,81940,79787,782,1371,covid19india
Uttar Pradesh,21/08/2021,1709100,1685901,22792,407,covid19india
Uttarakhand,21/08/2021,343111,329255,7377,6479,covid19india
West Bengal,21/08/2021,1542425,1514475,18356,9594,covid19india
Andaman and Nicobar Islands,22/08/2021,7553,7411,129,13,covid19india
Andhra Pradesh,22/08/2021,2002340,1973940,13723,14677,covid19india
Arunachal Pradesh,22/08/2021,52215,50695,259,1261,covid19india
Assam,22/08/2021,584332,570847,5581,7904,covid19india
Bihar,22/08/2021,725588,715798,9649,141,covid19india
Chandigarh,22/08/2021,65066,64213,812,41,covid19india
Chhattisgarh,22/08/2021,1004144,989728,13553,863,covid19india
Dadra and Nagar Haveli and Daman and Diu,22/08/2021,10522,10537,4,-19,covid19india
Delhi,22/08/2021,1437317,1411840,25079,398,covid19india
Goa,22/08/2021,173164,169080,3185,899,covid19india
Gujarat,22/08/2021,825301,815042,10078,181,covid19india
Haryana,22/08/2021,770347,760003,9667,677,covid19india
Himachal Pradesh,22/08/2021,211746,206095,3553,2098,covid19india
Jammu and Kashmir,22/08/2021,324202,318635,4402,1165,covid19india
Jharkhand,22/08/2021,347704,342422,5132,150,covid19india
Karnataka,22/08/2021,2938616,2880890,37152,20574,covid19india
Kerala,22/08/2021,3814305,3631061,19495,163749,covid19india
Ladakh,22/08/2021,20487,20283,207,-3,covid19india
Lakshadweep,22/08/2021,10309,10194,51,64,covid19india
Madhya Pradesh,22/08/2021,792101,781499,10517,85,covid19india
Maharashtra,22/08/2021,6430565,6228112,135866,66587,covid19india
Manipur,22/08/2021,110936,105198,1751,3987,covid19india
Meghalaya,22/08/2021,73718,69283,1278,3157,covid19india
Mizoram,22/08/2021,52180,46290,196,5694,covid19india
Nagaland,22/08/2021,29552,27151,604,1797,covid19india
Odisha,22/08/2021,1000937,985302,7411,8224,covid19india
Pondicherry,22/08/2021,122894,120237,1808,849,covid19india
Punjab,22/08/2021,600269,583344,16352,573,covid19india
Rajasthan,22/08/2021,954023,944917,8954,152,covid19india
Sikkim,22/08/2021,29328,27087,365,1876,covid19india
Tamil Nadu,22/08/2021,2600885,2547005,34709,19171,covid19india
Telangana,22/08/2021,654479,644747,3858,5874,covid19india
Tripura,22/08/2021,82049,79932,782,1335,covid19india
Uttar Pradesh,22/08/2021,1709119,1685954,22792,373,covid19india
Uttarakhand,22/08/2021,343123,329271,7377,6475,covid19india
West Bengal,22/08/2021,1542986,1515161,18364,9461,covid19india
Andaman and Nicobar Islands,23/08/2021,7555,7411,129,15,covid19india
Andhra Pradesh,23/08/2021,2003342,1975448,13735,14159,covid19india
Arunachal Pradesh,23/08/2021,52309,50887,259,1163,covid19india
Assam,23/08/2021,585032,571552,5592,7888,covid19india
Bihar,23/08/2021,725596,715834,9650,112,covid19india
Chandigarh,23/08/2021,65068,64220,812,36,covid19india
Chhattisgarh,23/08/2021,1004183,989920,13554,709,covid19india
Dadra and Nagar Haveli and Daman and Diu,23/08/2021,10522,10537,4,-19,covid19india
Delhi,23/08/2021,1437334,1411881,25079,374,covid19india
Goa,23/08/2021,173221,169160,3186,875,covid19india
Gujarat,23/08/2021,825315,815067,10078,170,covid19india
Haryana,23/08/2021,770362,760025,9668,669,covid19india
Himachal Pradesh,23/08/2021,211979,206367,3558,2054,covid19india
Jammu and Kashmir,23/08/2021,324295,318838,4403,1054,covid19india
Jharkhand,23/08/2021,347722,342452,5132,138,covid19india
Karnataka,23/08/2021,2939767,2882332,37162,20273,covid19india
Kerala,23/08/2021,3827688,3653003,19585,155100,covid19india
Ladakh,23/08/2021,20495,20289,207,-1,covid19india
Lakshadweep,23/08/2021,10317,10197,51,69,covid19india
Madhya Pradesh,23/08/2021,792104,781504,10517,83,covid19india
Maharashtra,23/08/2021,6434208,6234907,135971,63330,covid19india
Manipur,23/08/2021,111206,105752,1755,3699,covid19india
Meghalaya,23/08/2021,74023,69717,1281,3025,covid19india
Mizoram,23/08/2021,52472,46789,200,5483,covid19india
Nagaland,23/08/2021,29585,27238,604,1743,covid19india
Odisha,23/08/2021,1001698,986334,7479,7885,covid19india
Pondicherry,23/08/2021,122936,120330,1808,798,covid19india
Punjab,23/08/2021,600295,583436,16353,506,covid19india
